#'chr'	'start'	'end'	'D1535_D1480C05_cutran_zygotes_H3K27me3_1'	'D1535_D1480C06_cutran_zygotes_H3K27me3_2'	'L548_Zygote_4_rH3K27me3'	'L548_Zygote_5_rH3K27me3'	'SRR22286430_FGO_H3K27Ac_1'	'SRR22286444_FGO_H3K27Ac_2'	'L548_Zygote_4_rH3K27me3_pA_Cell1'	'L548_Zygote_4_rH3K27me3_pA_Cell2'	'L548_Zygote_4_rH3K27me3_pA_Cell3'	'L548_Zygote_4_rH3K27me3_pA_Cell4'	'L548_Zygote_5_rH3K27me3_pA_Cell1'	'L548_Zygote_5_rH3K27me3_pA_Cell3'	'L548_Zygote_5_rH3K27me3_pA_Cell4'	'L548_Zygote_5_rH3K27me3_pA_Cell5'	'L548_Zygote_5_rH3K27me3_pA_Cell6'	'L548_Zygote_5_rH3K27me3_pA_Cell7'	'L548_Zygote_5_rH3K27me3_pA_Cell8'
chr7	5000000	5500000	0.02874352130126953	0.03205682358241081	0.1018748671875	0.042477868624253116	0.055175826281095804	0.07621908776303946	0.1401020779826903	0.015087523310242565	0.0	0.17847080154418946	0.049537009434263646	0.04063698116564483	0.06880145215252664	0.0	0.02295226453512227	0.020719452427538945	0.0
chr7	5500000	6000000	0.036365348449707034	0.04033006176042557	0.070528744140625	0.03430971803644291	0.04281136648720189	0.0614157382110228	0.2738268438923097	0.028657000127257436	0.0	0.0	0.023894873046875	0.06072518079864178	0.0	0.0	0.025701505333989825	0.04295703256066507	0.0
chr7	6000000	6500000	0.023991578063964843	0.027862317007541656	0.030564466532129155	0.06205642637858899	0.06623984424229672	0.09574343738657021	0.0	0.0	0.0	0.15029120025634765	0.0	0.12290432917402827	0.08728730337897316	0.0	0.02630057879944198	0.06539433072058494	0.0
chr7	6500000	7000000	0.06590348474121094	0.0685242882335186	0.29709668911844633	0.27380079254739054	0.037995726465325605	0.041976826674312	0.13184093888191806	0.2238551181391643	0.7939971862792968	0.07514560012817383	0.0716845859375	0.4974754139012558	0.2647289810932742	0.0	0.23311062734772486	0.2767664218984047	0.1348163299560547
chr7	7000000	7500000	0.0805774223022461	0.07205568029189109	0.2023768777049033	0.1670760903493813	0.028791745298285234	0.03932275260295638	0.21653113768433646	0.06886460789217422	0.30538353481292724	0.11271840057373046	0.029868583984375	0.1884870204798928	0.1574181687538661	0.8032128997802734	0.19999509652277717	0.16723374125716187	0.16009422340393067
chr7	7500000	8000000	0.10838200573730469	0.10061329267024995	0.08512955746483376	0.10213123775854396	0.008361687701175088	0.009807526579201939	0.13125983358999546	0.12285335599991147	0.052351479148864746	0.15029120178222657	0.0	0.20067945103321758	0.11729146736861201	0.0	0.05371410162693101	0.07829092811002097	0.06740816497802735
chr7	8000000	8500000	0.10918775616455079	0.1073659369711876	0.17129631547214672	0.15145654734923591	0.007664169405083907	0.008177508128062788	0.0498219527271384	0.3422317684578612	0.1919553575515747	0.21604359970092774	0.05974811318215128	0.0645675616661731	0.194270371942062	0.0	0.12046120719986049	0.21573150327198173	0.1516683692932129
chr7	8500000	9000000	0.10385383868408203	0.09603376392030716	0.09514568843410326	0.02789631649602986	0.007082139279415733	0.00757094627141378	0.0290216488353616	0.15353958310463883	0.09597766933441162	0.0	0.023883894630348724	0.021659107399915677	0.14998195160383754	0.0	0.0289283162376395	0.07822854292896195	0.0
chr7	9000000	9500000	0.09201148498535157	0.09095795733690262	0.09991576904296876	0.03470796259567338	0.0101953237475345	0.011984552611500386	0.0854138984375	0.160396634765625	0.06980193920135498	0.07514560012817383	0.04181600390625	0.022550109375	0.04828068359375	0.0	0.0	0.05056014378346877	0.05898212432861328
chr7	9500000	10000000	0.08151777954101562	0.07742950838041306	0.06450605592381314	0.025015968208016076	0.005467154724723414	0.006522038969453559	0.10236243522395308	0.10630459706975921	0.0	0.05635919952392578	0.0	0.06648093212812199	0.03593636259278645	0.0	0.0	0.06589039883538046	0.0
chr7	10000000	10500000	0.07430412155151367	0.06988296389961243	0.16275329075587436	0.1451120152284264	0.01919899283238461	0.02445558511830525	0.08471108536705003	0.35894060289040364	0.1832300983428955	0.0	0.0822670835037136	0.162241573731253	0.1161867005350834	0.0	0.07965649123738305	0.1037296581457834	0.25278059310913087
chr7	10500000	11000000	0.0325094108581543	0.029313801189661027	0.0254687265625	0.00896367964949503	0.052524935082686575	0.08620788123992551	0.00346518253399688	0.03052615941483711	0.04362620906829834	0.0	0.0551283832931614	0.012293847449204948	0.008812569684630164	0.0	0.004781055637616938	0.01650714614383613	0.0
chr7	11000000	11500000	0.013456386734008789	0.014796232584655285	0.08896768221507352	0.02366716446444387	0.07344328114881014	0.10238457807940748	0.07499747080198484	0.0	0.28793302669525145	0.0	0.0	0.05920914645425936	0.0	0.0	0.0	0.0	0.06740816497802735
chr7	11500000	12000000	0.02894015800476074	0.03498902323251963	0.003111563878676471	0.03325171675060808	0.05990449576448139	0.1018988340726186	0.021422610363901053	0.0	0.0	0.0	0.0	0.11288606030030315	0.0	0.0	0.0	0.0	0.0
chr7	12000000	12500000	0.045088433868408204	0.0478305344543457	0.063148218090633	0.06007762121120739	0.050012575765509354	0.08557474597903332	0.028415618052864116	0.009603966323809313	0.20940588111877442	0.0	0.0	0.15471307996707354	0.10963366258743339	0.0	0.0	0.0	0.0
chr7	12500000	13000000	0.021499075088500977	0.027077088971853257	0.0904558085887548	0.09200384985406643	0.04816178155678197	0.06691311870381919	0.03861814729660006	0.03933496990914925	0.3141087255477905	0.0	0.0	0.22146515538480266	0.07812452100631662	0.0	0.0	0.06554417604806397	0.09268622436523437
chr7	13000000	13500000	0.03153869581604004	0.03405788187909126	0.12567006117127558	0.01860501905756486	0.05522719391832854	0.07861529404679266	0.05213969317936836	0.14273256029512657	0.20940581760406493	0.15029120178222657	0.04181600390625	0.03226538100044405	0.0	0.0	0.0	0.03718414127799206	0.0
chr7	13500000	14000000	0.033427601135253907	0.035920293086528776	0.11375494863930627	0.027442715147238967	0.05959062362831517	0.09574089168392319	0.14505283495132404	0.21731306317225121	0.0	0.11271840057373046	0.0	0.08520395660866535	0.0	0.0	0.0	0.02229251861144398	0.0
chr7	14000000	14500000	0.03552230017089844	0.03432280579328537	0.0995800392772938	0.05872230597361023	0.05442307904373972	0.0832177718373494	0.0251974398350903	0.018531529285809135	0.2966581937789917	0.0	0.0	0.11605576074375602	0.005231788750237914	0.0	0.016737425192074922	0.10001667578125	0.0
chr7	14500000	15000000	0.029560741149902342	0.026949698327064515	0.06592905704024138	0.03443165122425577	0.06180674919369346	0.0959011608982316	0.08738483943650202	0.053673789920104464	0.04362620906829834	0.12211160049438477	0.0	0.07771303697322719	0.016226304999762086	0.0	0.028728973245425077	0.075012509765625	0.0
chr7	15000000	15500000	0.03878491036987305	0.04286738203883171	0.0840572910206202	0.01562810353380129	0.11864544812011718	0.19845952656417296	0.026114154676115223	0.14071365345586936	0.10470290966033935	0.0	0.0	0.04952724233933304	0.0	0.0	0.0	0.0	0.0
chr7	15500000	16000000	0.023734579315185547	0.025079843797922136	0.031346115234375	0.0372291337890625	0.07313178645083779	0.1044938239535596	0.023611013770129252	0.03426448716913067	0.09597766933441162	0.04696599960327148	0.07650074935862915	0.03200228160887809	0.0	0.0	0.05196156640625	0.03054228172745656	0.0
chr7	16000000	16500000	0.011582487670898438	0.016651100350022315	0.121466205078125	0.0848965578997462	0.06880976247365851	0.0942010780790398	0.10779498622987074	0.30621173046875	0.0	0.0	0.06686844790699585	0.1232075250386484	0.026822603515625	0.0	0.20394778031526953	0.09592420625187238	0.04213010406494141
chr7	16500000	17000000	0.011047309707641602	0.016705826799988745	0.1099669839504076	0.14555056889915574	0.07150495624421772	0.09369308005156	0.1272624514003275	0.22028203059711404	0.0	0.07514560012817383	0.03587518589225361	0.1089485449149735	0.0804678125	0.0	0.3438017990047493	0.2228676658541323	0.0
chr7	17000000	17500000	0.02312932975769043	0.0268851668844223	0.0761506215183424	0.019821081187704894	0.057364005246614155	0.08542892331566868	0.12479393975878807	0.1711468638677408	0.0	0.0	0.017888239888996387	0.0	0.0032805854349067377	0.0	0.07578905739873112	0.04239772702591372	0.0
chr7	17500000	18000000	0.0369236986694336	0.03408166744685173	0.08032444921875	0.0721022151090963	0.04250508055596603	0.06708302079625876	0.04394120521119971	0.13400116791342068	0.10470290966033935	0.0	0.0	0.11919337890625	0.03427103956509326	0.0	0.0	0.091681953125	0.17694642868041993
chr7	18000000	18500000	0.04751328909301758	0.04358595062637329	0.3171640125579444	0.20796763647860264	0.034109379469219006	0.05033630400441641	0.3462167647656916	0.3417772801434136	0.383910613155365	0.06575239944458008	0.6314670131331888	0.1886661284996888	0.09863916664832746	0.0	0.05467246270470468	0.10932020599910125	0.1263902976989746
chr7	18500000	19000000	0.03133544395446777	0.02757711888575554	0.2908234608775575	0.11936447594120135	0.04965174409806101	0.07116426902690566	0.31512383592538856	0.5924513068121459	0.2792077842712402	0.03757279968261719	0.13124676080257577	0.1592498285315612	0.09984808335167254	0.0	0.12069785174842032	0.17406037212589875	0.04213010406494141
chr7	19000000	19500000	0.021346243927001952	0.02357837682425976	0.28128831601162885	0.1965200077948745	0.05191226417139957	0.06221295444653981	0.21432541608299502	0.21836121423512747	0.31410876617431643	0.37572800216674807	0.23489668504861055	0.268331859824225	0.0	0.0	0.24080191550690855	0.29171527734375	0.06740816497802735
chr7	19500000	20000000	0.028776735427856446	0.030327524156928062	0.30187680332630673	0.16883628678220175	0.06573120711236251	0.08246594516827686	0.35210157016897914	0.452057787601806	0.2006805772781372	0.09393199920654297	0.2688172265625	0.17300586673827498	0.16145430228605587	0.0	0.22685210402434144	0.0833472265625	0.15166837310791015
chr7	20000000	20500000	0.07901039477539062	0.08152329408740998	0.0	0.029049050034369712	0.030837738730982733	0.04283891918177777	0.007114726842880397	0.02069500117298159	0.0	0.0	0.0	0.07087178125	0.020939418417069137	0.0	0.0	0.0	0.0
chr7	20500000	21000000	0.07256440747070313	0.07513203109169006	0.06023204458844509	0.0253835009765625	0.024527748810416774	0.034265387128232475	0.0338639619209509	0.1181494739177585	0.07852718868255615	0.0	0.0	0.010431157519876326	0.037551625	0.0	0.04124496993860783	0.0416736171875	0.0
chr7	21000000	21500000	0.057735534851074216	0.054674163715600965	0.10041681820452367	0.053305349609375	0.021121592892696984	0.02960328570260197	0.012128139641549103	0.2463882917072415	0.13960387840270996	0.0	0.0	0.03789050458949868	0.1316727612919918	0.0	0.04319258670201717	0.0458409765625	0.0926862174987793
chr7	21500000	22000000	0.04611851165771484	0.04733606339812279	0.0	0.0	0.022743281923595225	0.030629553238650405	0.0	0.0	0.0	0.0	0.0	0.0	0.007804795348633185	0.0	0.0	0.0	0.0
chr7	22000000	22500000	0.08107761834716797	0.08789771775341033	0.0	0.00507669921875	0.02566957807832015	0.034867350862939676	0.0	0.0	0.0	0.0	0.0	0.0193286796875	0.0	0.0	0.0	0.0	0.0
chr7	22500000	23000000	0.07710979077148437	0.07569306051921844	0.0959975	0.052459232421875	0.024119213819202623	0.03249929278569049	0.210249609375	0.11120981733578257	0.0	0.0	0.0	0.16429357421875	0.0590097265625	0.0	0.0	0.0	0.0
chr7	23000000	23500000	0.04399225534057617	0.045039204365730286	0.058773966796875	0.038488763934605014	0.04026561869129382	0.05099539398716157	0.0	0.0682294944006728	0.200680597114563	0.0	0.0	0.11847312091305613	0.0	0.0	0.0	0.00017977831972738168	0.04213010406494141
chr7	23500000	24000000	0.07647573471069335	0.07561987080287934	0.1214661953125	0.0576306611171148	0.02625427142725493	0.037565763271940764	0.1511168984375	0.27287663838969545	0.061076708030700685	0.0	0.0	0.10235974575432161	0.0429161640625	0.0	0.07682942211733752	0.04982855761777262	0.14324233779907228
chr7	24000000	24500000	0.023628536193847655	0.028626290271401407	0.223341119140625	0.15951257565054594	0.054067840227629005	0.07208050813183153	0.3138770685702658	0.2979708955935729	0.0	0.15968440017700194	0.0	0.3183992308546067	0.023248971241405358	0.0	0.2641934167051329	0.1886100116555572	0.04213010406494141
chr7	24500000	25000000	0.05066555781555176	0.05288647257983684	0.3282474357766544	0.3365651989620787	0.04816281990974828	0.059368939048813046	0.48769928689848413	0.20658861790678118	0.2704825164794922	0.33815503845214845	0.4307630068449835	0.30601949094773934	0.2723468707852053	0.0	0.7566651221150295	0.16561581646944276	0.0
chr7	25000000	25500000	0.012941622833251953	0.022514512659549714	0.1237159669067695	0.181999535687218	0.05285719929263467	0.06405196451508856	0.05256240234375	0.15449999027310554	0.3141087562561035	0.0	0.047134172842516475	0.36278954434277627	0.23549159937963932	0.0	0.14938946875	0.07501250390625	0.16009438858032227
chr7	25500000	26000000	0.04968535243225097	0.04790558435535431	0.27919890033567774	0.17906223502163532	0.054080342253634804	0.06706714849642098	0.4301715564324592	0.2592864562566395	0.13960389823913574	0.2254368019104004	0.13350802062426978	0.2738226743164062	0.15020657421875	0.0	0.1594355410101756	0.22503753125	0.0
chr7	26000000	26500000	0.024003711822509766	0.03148486639177799	0.10146902510589834	0.06922622590760276	0.06461524603251406	0.09166784445240986	0.09545243966129079	0.03645379296875	0.06980193920135498	0.22543680114746092	0.0397297137507302	0.1162492660183856	0.054128136917631214	0.0	0.05490586523982439	0.04907947737932519	0.0
chr7	26500000	27000000	0.031133395721435548	0.02824772955954075	0.060733103515625	0.07383714976932636	0.06419849217705978	0.09564383618848869	0.07393815877887372	0.05103529296875	0.08725242900848389	0.0	0.10343208094279396	0.10063879659893993	0.07375445565692508	0.0	0.06495194921875	0.017598299964424805	0.06740816497802735
chr7	27000000	27500000	0.03173467541503906	0.03394003454375267	0.13126183813476563	0.19042995133380924	0.05304143977596885	0.06418416778849406	0.28085804434612627	0.03771885879819184	0.13960389833450318	0.04696599960327148	0.07108935674627598	0.19545658386704948	0.18687090487604682	0.0	0.3962068125	0.21640805094742357	0.05898212432861328
chr7	27500000	28000000	0.019243270935058593	0.022167450655937195	0.033305255859375	0.053477868150567986	0.060427450985155604	0.08110844194095106	0.0	0.03518873495180816	0.06980193920135498	0.04696599960327148	0.06442718731093007	0.0	0.07685640294002188	1.2048203704833984	0.06312477029352331	0.11602443433568005	0.0
chr7	28000000	28500000	0.03026464727783203	0.03499179909276962	0.24551791303099024	0.14702026483791156	0.046701913013056706	0.05954969776036366	0.27296257638761046	0.41761263959587464	0.09597768821716308	0.20665040130615234	0.02710031597562693	0.07078276197410557	0.10861366030940711	0.0	0.3853378532101387	0.16327116995464164	0.3201888343811035
chr7	28500000	29000000	0.02373921517944336	0.03166594350385666	0.17524467246942935	0.21684134988917972	0.06869067057117663	0.08034351873593157	0.36325034792724403	0.298957102458835	0.017450498390197754	0.0	0.25394842687492175	0.23474520630282786	0.10189118064510373	0.0	0.22054241555883802	0.163778041653404	0.23592855377197267
chr7	29000000	29500000	0.045064170349121094	0.037594156024456024	0.2727703432105179	0.27771047878716776	0.040788237496426225	0.05219255083300119	0.18507457568514551	0.23964484571834055	0.20940585985183716	0.3757280029296875	0.0952952766807013	0.3621230968770077	0.28303105552986413	0.0	0.42486448399418386	0.27912829919440907	0.23592855682373046
chr7	29500000	30000000	0.026422501892089844	0.02960729036974907	0.1463436881493766	0.09904766455463683	0.06721110255311666	0.08670958060510474	0.15111690625	0.052264169646611625	0.03490098857879639	0.3287620010375977	0.1254480078125	0.12482393289293386	0.05364520703125	0.0	0.0817607894433161	0.020352408953246703	0.2612066329956055
chr7	30000000	30500000	0.04034124075317383	0.04628221473956108	0.4506105065212396	0.21458602151577041	0.04715874739777415	0.06161221307759113	0.42464684494842936	0.6319412289084632	0.5060641321182251	0.18786400146484375	0.12829852147345458	0.19972944921875	0.20464510172606584	0.0	0.522703725740604	0.059856194402055876	0.06740818710327148
chr7	30500000	31000000	0.032577282531738284	0.03590649398422241	0.25443170104075086	0.18841367140131488	0.0610942665848983	0.07394997528241629	0.2982817543080478	0.278649326575779	0.3664602343559265	0.3005824020385742	0.06584197384739057	0.29919058592495185	0.2206712746649874	0.0	0.185272336759396	0.17960850293027264	0.23592860641479493
chr7	31000000	31500000	0.08763384515380859	0.09252486410474778	0.7906227099859136	0.38630687297527144	0.022595270939626193	0.032121997287261915	1.2107859828913456	0.5997782675061969	0.7765467071533203	0.45087352142333986	0.33154644803852984	0.4274740407452116	0.42650386734214407	0.0	0.5554494843173006	0.2544277895376161	0.3960229461669922
chr7	31500000	32000000	0.0858722593383789	0.08391598580408097	0.5385059182285007	0.07704814398045333	0.021477828768730164	0.02378702732762371	1.042631449102177	0.509955277421211	0.2617572868347168	0.0	0.0	0.07869612723608657	0.18168612675312856	0.0	0.08574766845919499	0.005721445981875374	0.18537244186401367
chr7	32000000	32500000	0.0895930230102539	0.0831313189816475	0.11366976129915282	0.1290456817905794	0.012302336280621981	0.018691587966872984	0.0	0.06247745271556303	0.28793303604125975	0.08453880081176758	0.08960571875	0.04276561195929871	0.1198654537324241	0.0	0.21616858941100445	0.012502095703125	0.5139871742248535
chr7	32500000	33000000	0.07786565313720703	0.07278278002691269	0.015632971122722186	0.008690946940241865	0.025031766185760498	0.03270591960271582	0.0	0.005566171830736545	0.07852718868255615	0.0	0.0	0.03777046030632629	0.0	0.0	0.008170967996061054	0.0	0.0
chr7	33000000	33500000	0.08385733911132813	0.07991870769929886	0.21282893680816417	0.15054841772474706	0.016714634404333014	0.022048851644837712	0.27662435370077904	0.23264856018723443	0.226856325340271	0.05635919952392578	0.05209291282181007	0.2757795359116507	0.10909046321998714	0.0	0.1398689708765438	0.07084515234375	0.2612066131591797
chr7	33500000	34000000	0.08994227307128906	0.08141134106588363	0.35140117965752876	0.3022404932207946	0.012508072121569985	0.018384715924240024	0.28394227972092767	0.4501731845011508	0.4013611843109131	0.14089799880981446	0.09336253726861751	0.5503762212006605	0.2629993046666825	0.0	0.16372942440864516	0.23667058021738316	0.26120663681030276
chr7	34000000	34500000	0.025023533920288086	0.02996321265029907	0.10337304819997802	0.07991817613954325	0.0696559147499486	0.08396834167572388	0.09630192635836128	0.2934683878142706	0.13087861709594725	0.04696599960327148	0.051677147565822416	0.07359026928656039	0.02488466961333032	0.0	0.12274030827640324	0.14040432916417017	0.04213010406494141
chr7	34500000	35000000	0.08726894216918946	0.08259339280414581	0.484982997387508	0.4628076609193788	0.04410378012847901	0.05270300922867189	0.7305522088270773	0.5929470237916077	0.2530320465087891	0.15968440017700194	0.3643966484375	0.5685665656947678	0.6757702492475971	0.0	0.6112167854735968	0.3688825749934467	0.04213010406494141
chr7	35000000	35500000	0.06992992478942871	0.06466081259083747	0.353986758234907	0.349533750450414	0.05721125437846936	0.0661004659889405	0.5306547197228534	0.23330415625	0.5409650597572326	0.07514560012817383	0.1971325625	0.5418678454063605	0.36494669606490293	0.0	0.23957068877964466	0.370895125	0.1516683692932129
chr7	35500000	36000000	0.014793232543945312	0.020580974914312364	0.03330525341796875	0.07103298704292138	0.07182210070479544	0.09707109647723278	0.00045224604500135643	0.0	0.02617570743560791	0.13150480041503906	0.13142171875	0.017158615430754098	0.042812001802198324	0.0	0.07219867059535531	0.10001666015625	0.09268622436523437
chr7	36000000	36500000	0.04568286898803711	0.048076557430267335	0.19003584765625	0.1775902288483062	0.04620677310220819	0.06278720929405487	0.4007883125	0.0974751234452461	0.09597768821716308	0.08453880081176758	0.0	0.2890689032710609	0.09403125669727827	0.0	0.2988610796585221	0.20104954536305422	0.07583419876098633
chr7	36500000	37000000	0.10848046267700195	0.09764372827148438	0.5191401075617408	0.5090245655580231	0.030051026799804287	0.03879781623129098	0.6058828405138168	0.5021429678481321	0.4275368953704834	0.6293443206787109	0.27140649007513246	0.7459239818101508	0.6887637918966503	0.0	0.5594396152782906	0.35104956905098483	0.3201887924194336
chr7	37000000	37500000	0.1325892271118164	0.121695150390625	0.7124178367167519	0.5154090901643137	0.022894630839548614	0.026584861807386558	1.2994367421202813	0.28853731380577197	0.8812496910095214	0.37572800064086914	0.24965125593353604	0.6518335789400046	0.33038153550419924	0.0	0.6649201874487116	0.6021400104853206	0.2612066329956055
chr7	37500000	38000000	0.1472513861694336	0.13930234944343567	0.9625254881313939	0.549504307578081	0.02416276603899504	0.02706194533047044	1.2852334423106737	0.9085097485835695	0.4537126615524292	0.8735672187805176	0.2864970600740372	0.4874137910865222	0.5122075600271817	0.0	0.8756660002949079	0.8419267540068903	0.22750258712768553
chr7	38000000	38500000	0.07803273370361329	0.06915615142178536	0.35252362288702843	0.3770786390117165	0.05321971107884457	0.06639843357839931	0.21286224068022827	0.41170563430362517	0.5409650119781494	0.29118913917541506	0.19433744070506137	0.4338724260604471	0.4400601743849924	0.0	0.6083885470070676	0.18673722976426751	0.49713493385314944
chr7	38500000	39000000	0.03857293243408203	0.04071273661494255	0.07863085583589755	0.04241106005611517	0.041239173663892244	0.057483503025721354	0.0	0.029891067482405276	0.052351479148864746	0.28179600219726564	0.03792758621409627	0.006647793244810071	0.0	0.0	0.03897119921875	0.10914541086073247	0.09268622436523437
chr7	39000000	39500000	0.0535583842163086	0.060913487887978554	0.1841584794921875	0.11970927767119863	0.03292611459189967	0.05183739956943098	0.3153743984375	0.0	0.2006806354522705	0.21604359970092774	0.27502573265967933	0.106307640625	0.18508208746312332	0.0	0.077942328125	0.05834305078125	0.0
chr7	39500000	40000000	0.09870896966552735	0.0887769979404211	0.32970055359355016	0.26271155933264373	0.03416526448355223	0.047192298075572556	0.18572543263754987	0.5780350430240793	0.32283400135040285	0.15029120178222657	0.12586876716543097	0.3640427178628433	0.29581951955652835	0.0	0.37565845544579846	0.2459966444352906	0.0
chr7	40000000	40500000	0.12117844604492188	0.11189318267774583	0.3067069907001778	0.2646557754342756	0.025219509745899003	0.02904158981526616	0.33715915294296467	0.6518049108976629	0.07852718868255615	0.24422320098876954	0.27374200701677637	0.22981834791599745	0.4096087836053483	0.0	0.24788024767920153	0.37037326225003747	0.06740816497802735
chr7	40500000	41000000	0.112364865234375	0.11140514230298997	0.36275017103830326	0.3326438482396814	0.03559798204813505	0.04903268757274352	0.5380112843989807	0.467171123616767	0.18323010578155519	0.09393199996948243	0.13622791410096596	0.4305578482836593	0.1448420546875	0.0	0.4543524371999631	0.3530870545026026	0.3538928581237793
chr7	41000000	41500000	0.12340510827636719	0.0996858610856533	0.20748264256064178	0.14975071418499716	0.031830842968388603	0.04006435049498225	0.1874610089267547	0.28500553823532665	0.2530320838928223	0.1502911994934082	0.19232641402403405	0.15462928515625	0.225309875	0.0	0.20166240655003692	0.10155478490581936	0.05055611343383789
chr7	41500000	42000000	0.052100485473632815	0.04871053162884712	0.1329253646749121	0.08976710073685577	0.039266211174964906	0.06099953891152071	0.09625863677597667	0.08174217553503452	0.19195533866882325	0.04696599960327148	0.05973714453125	0.12379426264355124	0.0825262159723544	0.0	0.0832127305399126	0.08315496121835679	0.0
chr7	42000000	42500000	0.07594816619873047	0.06291725846040248	0.20423075741288363	0.13353919361549546	0.025915442088729455	0.03258699341785477	0.22742221938100726	0.2721537810286827	0.30538348865509035	0.03757279968261719	0.0	0.25674685687602894	0.1213255652776456	0.0	0.28558396959625804	0.1041964844768106	0.0
chr7	42500000	43000000	0.11564280389404297	0.10431995371305942	0.5672565866118526	0.324544889767685	0.01759466156578064	0.022534421357872973	1.0496858394310518	0.509681629315687	0.11342818717956543	0.5260192016601563	0.316606921875	0.3308700770860103	0.10110907320538519	0.0	0.3952944887601551	0.3262576800549543	0.4465789009094238
chr7	43000000	43500000	0.06932311102294922	0.06978870779752731	0.28833217778932224	0.19047717542157977	0.053105320271241034	0.07232218454464948	0.22895669881998004	0.4763982324329408	0.20068058319091797	0.15029120178222657	0.2692942303262956	0.28969005333355086	0.20699961508939618	0.0	0.13863241912562316	0.2190823468359141	0.06740818939208984
chr7	43500000	44000000	0.08202771282958984	0.08696755850458145	0.4842574411265186	0.5076100912813294	0.040125073009089414	0.05486466316007132	0.5052938030155124	0.2859814247465917	0.5758660190582275	0.43208720169067383	0.6293976911787141	0.5170864168753325	0.5560610056489698	0.0	0.6218289160153045	0.28447668026559697	0.23592857360839845
chr7	44000000	44500000	0.06315100973510743	0.07373982203125953	0.5189897281110135	0.45536013532413283	0.040478943594480815	0.055574046189365615	0.7098158918676363	0.25109216192678824	0.28793295173645017	0.685703604888916	0.6477764730008136	0.30341482188102314	0.5948848267391511	0.0	0.5870066005995609	0.6256834192817555	0.16852040939331056
chr7	44500000	45000000	0.04552232095336914	0.04398846109247208	0.14731573237691817	0.4444030744054701	0.05118088284803692	0.056682349708695005	0.44800568414633557	0.005034338615439093	0.209405846452713	0.14089800033569336	0.43099580272997423	0.6157798541631114	0.3112371218952227	0.0	0.4289164404913938	0.28663649817911174	0.5139871349334717
